GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1600000US4260000,4260000,"Philadelphia city, Pennsylvania",1567872,*****
1600000US4261000,4261000,"Pittsburgh city, Pennsylvania",303624,35
1600000US4263624,4263624,"Reading city, Pennsylvania",87575,28
1600000US4269000,4269000,"Scranton city, Pennsylvania",77294,24
1600000US4419180,4419180,"Cranston city, Rhode Island",81025,39
1600000US4454640,4454640,"Pawtucket city, Rhode Island",71434,36
1600000US4459000,4459000,"Providence city, Rhode Island",179214,35
1600000US4474300,4474300,"Warwick city, Rhode Island",81576,23
1600000US4513330,4513330,"Charleston city, South Carolina",137539,2440
1600000US4516000,4516000,"Columbia city, South Carolina",133972,297
1600000US4530850,4530850,"Greenville city, South Carolina",67447,30
1600000US4548535,4548535,"Mount Pleasant town, South Carolina",84177,33
1600000US4550875,4550875,"North Charleston city, South Carolina",112147,4644
1600000US4561405,4561405,"Rock Hill city, South Carolina",72926,46
1600000US4652980,4652980,"Rapid City city, South Dakota",74050,26
1600000US4659020,4659020,"Sioux Falls city, South Dakota",174350,38
1600000US4714000,4714000,"Chattanooga city, Tennessee",177582,49
1600000US4715160,4715160,"Clarksville city, Tennessee",150280,37
1600000US4727740,4727740,"Franklin city, Tennessee",74788,34
1600000US4737640,4737640,"Jackson city, Tennessee",67006,23
1600000US4738320,4738320,"Johnson City city, Tennessee",66976,1098
1600000US4740000,4740000,"Knoxville city, Tennessee",186238,32
1600000US4748000,4748000,"Memphis city, Tennessee",652752,122
1600000US4751560,4751560,"Murfreesboro city, Tennessee",131939,37
1600000US4752006,4752006,"Nashville-Davidson metropolitan government (balance), Tennessee",660393,30
1600000US4801000,4801000,"Abilene city, Texas",128272,3320
1600000US4801924,4801924,"Allen city, Texas",99166,51
1600000US4803000,4803000,"Amarillo city, Texas",197812,2701
1600000US4804000,4804000,"Arlington city, Texas",392787,67
1600000US4804462,4804462,"Atascocita CDP, Texas",72763,9049
1600000US4805000,4805000,"Austin city, Texas",947897,69
1600000US4806128,4806128,"Baytown city, Texas",76834,2222
1600000US4807000,4807000,"Beaumont city, Texas",118309,35
1600000US4810768,4810768,"Brownsville city, Texas",183829,32
1600000US4810912,4810912,"Bryan city, Texas",83265,28
1600000US4813024,4813024,"Carrollton city, Texas",133351,38
1600000US4813552,4813552,"Cedar Park city, Texas",70498,3391
1600000US4815976,4815976,"College Station city, Texas",112142,26
1600000US4816432,4816432,"Conroe city, Texas",82296,42
1600000US4817000,4817000,"Corpus Christi city, Texas",325734,25
1600000US4819000,4819000,"Dallas city, Texas",1317942,102
1600000US4819972,4819972,"Denton city, Texas",133803,37
1600000US4822660,4822660,"Edinburg city, Texas",87642,34
1600000US4824000,4824000,"El Paso city, Texas",683088,49
1600000US4826232,4826232,"Flower Mound town, Texas",73289,58
1600000US4827000,4827000,"Fort Worth city, Texas",855897,2918
1600000US4827684,4827684,"Frisco city, Texas",163631,95
1600000US4829000,4829000,"Garland city, Texas",234588,60
1600000US4829336,4829336,"Georgetown city, Texas",67137,29
1600000US4830464,4830464,"Grand Prairie city, Texas",190626,69
1600000US4832372,4832372,"Harlingen city, Texas",65533,30
1600000US4835000,4835000,"Houston city, Texas",2304388,2884
1600000US4837000,4837000,"Irving city, Texas",238284,42
1600000US4839148,4839148,"Killeen city, Texas",143397,30
1600000US4841464,4841464,"Laredo city, Texas",257988,2598
1600000US4841980,4841980,"League City city, Texas",101619,1270
1600000US4842508,4842508,"Lewisville city, Texas",104676,563
1600000US4843888,4843888,"Longview city, Texas",81712,878
1600000US4845000,4845000,"Lubbock city, Texas",252514,32
1600000US4845384,4845384,"McAllen city, Texas",142203,39
1600000US4845744,4845744,"McKinney city, Texas",172318,80
1600000US4846452,4846452,"Mansfield city, Texas",65205,1073
1600000US4847892,4847892,"Mesquite city, Texas",143763,252
1600000US4848072,4848072,"Midland city, Texas",134613,19
1600000US4848768,4848768,"Mission city, Texas",83556,36
1600000US4848804,4848804,"Missouri City city, Texas",74875,2652
1600000US4850820,4850820,"New Braunfels city, Texas",70999,2734
1600000US4852356,4852356,"North Richland Hills city, Texas",69807,40
1600000US4853388,4853388,"Odessa city, Texas",117749,929
1600000US4856000,4856000,"Pasadena city, Texas",153359,44
1600000US4856348,4856348,"Pearland city, Texas",117367,2908
1600000US4857200,4857200,"Pharr city, Texas",77314,30
1600000US4858016,4858016,"Plano city, Texas",286047,1382
1600000US4861796,4861796,"Richardson city, Texas",113368,79
1600000US4863500,4863500,"Round Rock city, Texas",120528,1096
1600000US4864472,4864472,"San Angelo city, Texas",103526,2105
1600000US4865000,4865000,"San Antonio city, Texas",1492494,86
1600000US4870808,4870808,"Sugar Land city, Texas",88187,47
1600000US4872176,4872176,"Temple city, Texas",73597,32
1600000US4872656,4872656,"The Woodlands CDP, Texas",112076,9297
1600000US4874144,4874144,"Tyler city, Texas",104796,30
1600000US4875428,4875428,"Victoria city, Texas",67672,19
1600000US4876000,4876000,"Waco city, Texas",134422,46
1600000US4879000,4879000,"Wichita Falls city, Texas",104735,43
1600000US4943660,4943660,"Layton city, Utah",75658,30
1600000US4955980,4955980,"Ogden city, Utah",86709,30
1600000US4957300,4957300,"Orem city, Utah",97508,38
1600000US4962470,4962470,"Provo city, Utah",116874,35
1600000US4965330,4965330,"St. George city, Utah",82315,24
1600000US4967000,4967000,"Salt Lake City city, Utah",193776,122
1600000US4967440,4967440,"Sandy city, Utah",95827,45
1600000US4970850,4970850,"South Jordan city, Utah",69034,28
1600000US4982950,4982950,"West Jordan city, Utah",113688,52
1600000US4983470,4983470,"West Valley City city, Utah",136579,47
1600000US5101000,5101000,"Alexandria city, Virginia",155810,*****
1600000US5103000,5103000,"Arlington CDP, Virginia",230050,*****
1600000US5114440,5114440,"Centreville CDP, Virginia",68024,5746
1600000US5116000,5116000,"Chesapeake city, Virginia",237940,*****
1600000US5121088,5121088,"Dale City CDP, Virginia",72073,7320
1600000US5135000,5135000,"Hampton city, Virginia",135410,*****
1600000US5147672,5147672,"Lynchburg city, Virginia",80212,*****
1600000US5156000,5156000,"Newport News city, Virginia",181825,*****
1600000US5157000,5157000,"Norfolk city, Virginia",245115,*****
1600000US5164000,5164000,"Portsmouth city, Virginia",95252,*****
1600000US5167000,5167000,"Richmond city, Virginia",223170,*****
1600000US5168000,5168000,"Roanoke city, Virginia",99660,*****
1600000US5176432,5176432,"Suffolk city, Virginia",89273,*****
1600000US5182000,5182000,"Virginia Beach city, Virginia",452602,*****
1600000US5303180,5303180,"Auburn city, Washington",75968,2030
1600000US5305210,5305210,"Bellevue city, Washington",141415,59
1600000US5305280,5305280,"Bellingham city, Washington",87577,31
1600000US5322640,5322640,"Everett city, Washington",109035,42
1600000US5323515,5323515,"Federal Way city, Washington",96748,44
1600000US5335275,5335275,"Kennewick city, Washington",80469,57
1600000US5335415,5335415,"Kent city, Washington",127506,54
1600000US5335940,5335940,"Kirkland city, Washington",87672,98
1600000US5343955,5343955,"Marysville city, Washington",67625,23
1600000US5353545,5353545,"Pasco city, Washington",71934,3510
1600000US5357745,5357745,"Renton city, Washington",100952,34
1600000US5363000,5363000,"Seattle city, Washington",704358,51
1600000US5367000,5367000,"Spokane city, Washington",215964,43
1600000US5367167,5367167,"Spokane Valley city, Washington",96337,31
1600000US5370000,5370000,"Tacoma city, Washington",211304,88
1600000US5374060,5374060,"Vancouver city, Washington",174836,97
1600000US5380010,5380010,"Yakima city, Washington",93974,49
1600000US5502375,5502375,"Appleton city, Wisconsin",75465,2015
1600000US5522300,5522300,"Eau Claire city, Wisconsin",67776,503
1600000US5531000,5531000,"Green Bay city, Wisconsin",105142,28
1600000US5539225,5539225,"Kenosha city, Wisconsin",99634,25
1600000US5548000,5548000,"Madison city, Wisconsin",252557,45
1600000US5553000,5553000,"Milwaukee city, Wisconsin",595070,71
1600000US5560500,5560500,"Oshkosh city, Wisconsin",66570,35
1600000US5566000,5566000,"Racine city, Wisconsin",77572,27
1600000US5584250,5584250,"Waukesha city, Wisconsin",72358,31
