room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
21194,73530,Entire home/apt,,Jardin-des-Plantes,60,4.5,4.0,,123.0,2,48.838061,2.354173,2015-01-13 17:41:20.810
21264,81070,Entire home/apt,,Sainte-Marguerite,14,5.0,5.0,3.0,123.0,5,48.851399,2.391894,2015-01-12 22:15:06.720
21282,81178,Entire home/apt,,Goutte-dOr,18,4.0,4.0,2.0,100.0,2,48.886906,2.354826,2015-01-13 00:07:10.511
21314,81352,Entire home/apt,,Porte-Saint-Denis,99,4.5,2.0,1.0,100.0,5,48.872752,2.352513,2015-01-13 03:24:44.891
21388,81728,Entire home/apt,,Porte-Saint-Denis,5,4.5,6.0,2.0,145.0,3,48.87425,2.356304,2015-01-13 10:52:43.981
21419,81840,Entire home/apt,,Bonne-Nouvelle,36,4.5,3.0,1.0,130.0,5,48.86631,2.350327,2015-01-13 14:13:24.708
21421,81848,Entire home/apt,,Grandes-Carrières,230,4.5,4.0,1.0,123.0,1,48.887995,2.335802,2015-01-13 14:26:43.892
21860,165470,Entire home/apt,,Bonne-Nouvelle,107,4.5,2.0,1.0,85.0,4,48.864872,2.349333,2015-01-13 06:45:02.618
21977,84134,Entire home/apt,,Charonne,6,4.0,3.0,1.0,125.0,5,48.853528,2.402206,2015-01-13 19:19:59.124
22046,84413,Entire home/apt,,Saint-Thomas-dAquin,6,5.0,4.0,3.0,499.0,4,48.856393,2.323923,2015-01-12 23:42:13.800
22321,59987,Entire home/apt,,Halles,207,4.5,4.0,1.0,181.0,3,48.858788,2.3483,2015-01-13 01:39:02.734
22382,85955,Entire home/apt,,Saint-Avoye,62,5.0,2.0,1.0,109.0,4,48.86296,2.355781,2015-01-13 07:45:24.348
22384,85970,Entire home/apt,,Notre-Dame,153,4.5,2.0,0.0,122.0,2,48.851189,2.35679,2015-01-13 07:56:20.895
212011,1038969,Entire home/apt,,Picpus,9,4.5,4.0,1.0,58.0,2,48.840223,2.396689,2015-01-13 01:01:22.752
22528,86702,Entire home/apt,,Amérique,1,4.0,2.0,1.0,145.0,3,48.876066,2.393275,2015-01-11 20:37:04.754
22888,88562,Entire home/apt,,Père-Lachaise,5,5.0,6.0,2.0,159.0,2,48.858158,2.399736,2015-01-13 07:09:36.193
22932,88729,Private room,,Petit-Montrouge,11,4.5,2.0,1.0,45.0,1,48.821297,2.324106,2015-01-13 11:44:58.103
22979,89023,Private room,,Notre-Dame,141,5.0,2.0,1.0,94.0,3,48.853472,2.350728,2015-01-13 16:52:39.601
23107,89808,Entire home/apt,,Sainte-Marguerite,17,4.5,5.0,3.0,174.0,6,48.852378,2.387027,2015-01-13 03:29:57.677
23198,90446,Entire home/apt,,Muette,4,5.0,4.0,1.0,361.0,4,48.864034,2.273983,2015-01-13 12:46:34.366
23441,91706,Entire home/apt,,Grandes-Carrières,45,4.5,2.0,,101.0,2,48.884506,2.33439,2015-01-13 11:25:15.975
23502,92069,Entire home/apt,,Belleville,3,5.0,2.0,1.0,116.0,1,48.870995,2.388643,2015-01-13 18:09:08.821
23568,73423,Entire home/apt,,Saint-Ambroise,93,4.5,4.0,1.0,142.0,2,48.861018,2.377506,2015-01-12 22:15:22.622
23700,93997,Entire home/apt,,Saint-Lambert,7,3.0,2.0,1.0,72.0,2,48.831769,2.306145,2015-01-13 11:45:07.202
23902,95435,Entire home/apt,,Bonne-Nouvelle,146,4.0,5.0,1.0,159.0,2,48.864066,2.350895,2015-01-13 06:08:56.000
24204,97643,Entire home/apt,,Arsenal,0,,3.0,1.0,123.0,4,48.85359,2.364773,2015-01-13 10:53:07.065
24280,81728,Entire home/apt,,Porte-Saint-Denis,17,4.0,6.0,2.0,246.0,3,48.875664,2.354371,2015-01-13 19:13:35.635
24324,98392,Private room,,Porte-Saint-Denis,11,5.0,2.0,1.0,137.0,3,48.87621,2.355836,2015-01-11 22:10:03.945
24329,98392,Entire home/apt,,Porte-Saint-Denis,1,1.0,4.0,1.0,217.0,5,48.876231,2.356529,2015-01-12 20:39:36.324
24436,59987,Entire home/apt,,Halles,265,4.5,2.0,0.0,130.0,2,48.860059,2.347447,2015-01-13 08:19:52.742
24770,63828,Entire home/apt,,Saint-Gervais,10,4.5,4.0,1.0,116.0,4,48.85796,2.359721,2015-01-13 16:47:14.170
24804,101463,Entire home/apt,,Odeon,24,4.5,2.0,1.0,174.0,2,48.851333,2.333796,2015-01-13 20:31:10.493
24848,92372,Entire home/apt,,Jardin-des-Plantes,7,5.0,4.0,1.0,217.0,4,48.843855,2.351838,2015-01-12 22:15:39.420
26084,110076,Entire home/apt,,Folie-Méricourt,165,5.0,2.0,1.0,93.0,2,48.866057,2.367265,2015-01-13 20:31:20.353
26277,111158,Entire home/apt,,Halles,10,4.0,4.0,1.0,145.0,5,48.862674,2.341739,2015-01-13 13:35:27.795
26278,111157,Entire home/apt,,Clignancourt,214,4.5,3.0,0.0,109.0,3,48.885278,2.345883,2015-01-13 13:41:52.202
26524,81728,Entire home/apt,,Saint-Vincent-de-Paul,12,4.5,6.0,2.0,232.0,4,48.87706,2.357219,2015-01-13 12:35:39.832
26538,112630,Entire home/apt,,Père-Lachaise,45,4.5,3.0,1.0,87.0,1,48.865484,2.387668,2015-01-13 14:09:07.703
26562,107514,Entire home/apt,,Grenelle,82,5.0,3.0,2.0,174.0,3,48.853386,2.290969,2015-01-13 16:47:31.022
26567,112799,Private room,,Epinettes,5,4.5,1.0,1.0,51.0,3,48.897126,2.322543,2015-01-13 17:19:34.776
26699,113619,Entire home/apt,,Saint-Vincent-de-Paul,5,4.5,8.0,1.0,290.0,2,48.883271,2.359145,2015-01-13 04:18:21.492
26827,114407,Entire home/apt,,Amérique,56,4.5,2.0,1.0,130.0,2,48.876049,2.392303,2015-01-13 17:49:13.931
27008,115574,Private room,,Père-Lachaise,7,4.5,2.0,1.0,72.0,3,48.863103,2.395267,2015-01-13 09:39:14.662
27288,77087,Entire home/apt,,Villette,15,5.0,4.0,1.0,145.0,4,48.885624,2.37157,2015-01-13 12:10:45.893
27415,118078,Entire home/apt,,Roquette,47,4.5,3.0,1.0,185.0,3,48.856592,2.375689,2015-01-12 22:57:07.727
27967,120508,Entire home/apt,,Porte-Saint-Martin,16,5.0,4.0,3.0,58.0,5,48.871335,2.363618,2015-01-13 03:08:12.002
28018,120675,Entire home/apt,,Notre-Dame-des-Champs,84,5.0,2.0,,148.0,3,48.844115,2.331491,2015-01-13 08:07:43.130
28317,121719,Entire home/apt,,Halles,40,4.0,4.0,1.0,181.0,3,48.859013,2.348065,2015-01-13 12:41:07.828
28652,123389,Entire home/apt,,Saint-Ambroise,12,5.0,4.0,2.0,288.0,4,48.861717,2.367757,2015-01-13 21:21:04.214
29124,122606,Entire home/apt,,Clignancourt,48,5.0,4.0,1.0,167.0,2,48.884724,2.339716,2015-01-13 17:00:24.194
29520,127098,Entire home/apt,,Saint-Avoye,237,4.5,2.0,1.0,113.0,2,48.862382,2.356408,2015-01-13 04:47:14.884
29713,128036,Private room,,Saint-Vincent-de-Paul,37,4.5,2.0,1.0,72.0,1,48.87749,2.356632,2015-01-12 22:21:31.573
29853,2883,Private room,,Sorbonne,59,4.5,1.0,1.0,101.0,1,48.852567,2.34549,2015-01-13 12:41:19.601
30616,131853,Entire home/apt,,Sorbonne,0,,3.0,1.0,217.0,7,48.852812,2.345278,2015-01-13 12:11:12.873
31081,101494,Entire home/apt,,Gros-Caillou,112,4.0,4.0,1.0,159.0,2,48.85613,2.309688,2015-01-13 07:16:30.555
31115,133602,Entire home/apt,,Clignancourt,7,4.0,2.0,1.0,159.0,3,48.893667,2.341372,2015-01-13 10:48:00.866
31245,134153,Private room,,Amérique,0,,2.0,1.0,145.0,1,48.885718,2.385723,2015-01-12 21:57:03.970
31435,135024,Entire home/apt,,Goutte-dOr,36,4.5,2.0,1.0,116.0,3,48.891189,2.355159,2015-01-13 17:49:40.266
31659,136146,Entire home/apt,,Saint-Georges,7,5.0,4.0,1.0,159.0,4,48.88235,2.3283,2015-01-13 14:14:29.185
31860,137006,Entire home/apt,,Odeon,48,4.5,2.0,1.0,130.0,2,48.850588,2.339764,2015-01-13 08:20:46.012
31915,132905,Private room,,Bonne-Nouvelle,25,4.5,4.0,1.0,116.0,2,48.863689,2.350408,2015-01-13 14:14:33.436
32050,125923,Entire home/apt,,Villette,5,5.0,5.0,2.0,145.0,4,48.890374,2.382237,2015-01-13 01:46:18.840
32082,138401,Entire home/apt,,Quinze-Vingts,197,5.0,2.0,1.0,203.0,3,48.849954,2.373728,2015-01-13 04:59:54.699
32310,139750,Private room,,Folie-Méricourt,5,5.0,2.0,1.0,55.0,1,48.867028,2.370367,2015-01-13 02:10:34.031
32628,124111,Entire home/apt,,Saint-Gervais,73,4.5,3.0,1.0,159.0,3,48.856827,2.361651,2015-01-13 08:20:53.406
32762,141829,Entire home/apt,,Sorbonne,42,4.5,2.0,1.0,116.0,3,48.852013,2.346131,2015-01-13 22:46:53.953
32812,142032,Entire home/apt,,Folie-Méricourt,50,4.5,8.0,4.0,260.0,3,48.865785,2.371541,2015-01-13 01:08:12.628
32883,142505,Private room,,Europe,133,4.5,2.0,1.0,87.0,1,48.879144,2.326873,2015-01-13 08:14:55.934
33049,143224,Entire home/apt,,Croulebarbe,13,4.5,2.0,1.0,116.0,3,48.832323,2.346439,2015-01-12 23:11:53.134
33210,76961,Entire home/apt,,Saint-Germain-des-Prés,2,4.5,2.0,1.0,143.0,1,48.853725,2.331347,2015-01-13 15:54:30.164
33341,144457,Entire home/apt,,Saint-Lambert,109,4.5,2.0,1.0,116.0,2,48.838874,2.295257,2015-01-13 02:55:57.159
33352,142001,Entire home/apt,,Batignolles,21,5.0,6.0,2.0,232.0,3,48.883868,2.315548,2015-01-13 04:01:20.172
33411,144665,Entire home/apt,,Bonne-Nouvelle,252,4.5,2.0,1.0,90.0,2,48.86615,2.352,2015-01-13 09:58:48.426
33475,144923,Entire home/apt,,Saint-Gervais,31,5.0,3.0,1.0,217.0,2,48.858803,2.356226,2015-01-13 16:53:08.223
33477,144931,Entire home/apt,,Grandes-Carrières,55,5.0,4.0,1.0,246.0,3,48.88689,2.333641,2015-01-13 17:06:41.977
33490,144931,Entire home/apt,,Roquette,20,5.0,4.0,1.0,246.0,3,48.858151,2.377005,2015-01-13 18:37:37.583
33814,146066,Entire home/apt,,Petit-Montrouge,23,4.5,4.0,1.0,174.0,4,48.824808,2.323315,2015-01-12 22:51:35.581
33993,146671,Entire home/apt,,Grandes-Carrières,34,5.0,4.0,1.0,145.0,3,48.891284,2.334365,2015-01-13 17:35:00.740
33999,146683,Entire home/apt,,Folie-Méricourt,74,4.5,7.0,3.0,362.0,2,48.863237,2.367208,2015-01-13 18:16:42.650
34059,146926,Entire home/apt,,Gare,10,4.5,2.0,1.0,101.0,1,48.828654,2.374105,2015-01-12 21:39:05.343
34303,147830,Entire home/apt,,Sainte-Marguerite,151,4.5,2.0,1.0,123.0,4,48.85343,2.385012,2015-01-13 23:16:38.738
34453,148773,Private room,,Quinze-Vingts,204,5.0,4.0,1.0,72.0,3,48.85043,2.371107,2015-01-13 11:53:03.582
34492,149014,Private room,,Saint-Vincent-de-Paul,68,5.0,2.0,1.0,87.0,2,48.877788,2.350725,2015-01-13 16:07:41.220
34806,76355,Entire home/apt,,Ternes,52,4.5,6.0,1.0,143.0,4,48.875563,2.289919,2015-01-13 22:22:05.332
35065,150876,Entire home/apt,,Saint-Thomas-dAquin,196,4.5,3.0,1.0,244.0,1,48.853866,2.324397,2015-01-13 22:40:44.079
35397,152286,Entire home/apt,,Porte-Saint-Martin,51,4.5,3.0,1.0,109.0,3,48.870375,2.361191,2015-01-13 03:43:24.539
35705,153448,Private room,,Palais-Royal,183,4.0,2.0,1.0,87.0,2,48.866538,2.335282,2015-01-13 08:54:04.302
35752,153634,Entire home/apt,,Grandes-Carrières,23,4.5,4.0,1.0,130.0,2,48.885438,2.334787,2015-01-13 13:57:04.765
36116,154999,Entire home/apt,,Batignolles,16,5.0,2.0,1.0,145.0,2,48.883884,2.32184,2015-01-12 22:39:41.533
36221,155516,Entire home/apt,,Clignancourt,1,5.0,5.0,2.0,138.0,4,48.885406,2.344359,2015-01-13 09:19:56.809
36267,47196,Entire home/apt,,Sainte-Marguerite,14,4.5,5.0,2.0,174.0,6,48.851453,2.387034,2015-01-13 14:15:08.331
36327,146581,Entire home/apt,,Folie-Méricourt,0,,2.0,1.0,65.0,10,48.864805,2.36651,2015-01-13 20:53:06.219
36490,156936,Private room,,Bel-Air,39,5.0,2.0,1.0,41.0,3,48.837306,2.403965,2015-01-13 10:42:44.136
36586,157430,Entire home/apt,,Amérique,9,5.0,3.0,1.0,101.0,2,48.88047,2.394082,2015-01-13 21:10:29.477
36689,93371,Entire home/apt,,Maison-Blanche,218,4.5,3.0,,65.0,1,48.826247,2.350529,2015-01-13 04:54:04.657
36748,158511,Entire home/apt,,Saint-Germain-des-Prés,13,5.0,2.0,1.0,290.0,3,48.857822,2.333106,2015-01-13 10:54:06.899
37010,49798,Entire home/apt,,Saint-Ambroise,1,4.0,5.0,2.0,188.0,5,48.861781,2.381606,2015-01-13 11:32:04.402
37801,112192,Entire home/apt,,Grenelle,49,4.5,8.0,2.0,200.0,1,48.846897,2.287563,2015-01-13 14:03:53.136
37910,30484,Entire home/apt,,Salpêtrière,3,5.0,3.0,1.0,67.0,2,48.838256,2.359831,2015-01-12 22:51:58.302
38303,146581,Private room,,Folie-Méricourt,3,4.0,1.0,1.0,51.0,10,48.865114,2.366746,2015-01-13 12:56:04.144
38487,165215,Entire home/apt,,Saint-Ambroise,4,5.0,2.0,,130.0,4,48.86249,2.379378,2015-01-13 05:30:22.015
38546,146683,Private room,,Saint-Ambroise,89,4.5,1.0,1.0,75.0,1,48.863319,2.372455,2015-01-13 11:32:20.223
221762,517814,Private room,,Clignancourt,0,,1.0,1.0,87.0,3,48.891247,2.34517,2015-01-13 03:25:04.667
38871,166743,Entire home/apt,,Croulebarbe,52,5.0,4.0,2.0,159.0,3,48.833435,2.346008,2015-01-13 19:09:03.337
38978,167205,Entire home/apt,,Belleville,131,4.5,2.0,1.0,87.0,2,48.870441,2.383802,2015-01-13 03:26:11.199
39030,67693,Entire home/apt,,Folie-Méricourt,106,4.5,3.0,1.0,72.0,4,48.870104,2.375268,2015-01-13 08:35:46.691
39203,168095,Entire home/apt,,Saint-Avoye,18,5.0,2.0,1.0,98.0,3,48.862443,2.350581,2015-01-13 00:14:38.927
39648,170311,Entire home/apt,,Amérique,0,,3.0,2.0,145.0,1,48.887074,2.389801,2015-01-13 20:06:51.601
39651,170325,Entire home/apt,,Sainte-Marguerite,20,4.5,2.0,1.0,78.0,5,48.849299,2.390223,2015-01-13 20:25:14.186
39666,170397,Entire home/apt,,Notre-Dame,24,5.0,4.0,1.0,1014.0,2,48.851725,2.355044,2015-01-13 21:57:17.959
39716,170600,Entire home/apt,,Clignancourt,130,4.5,5.0,2.0,203.0,3,48.885214,2.348574,2015-01-13 00:20:38.178
39905,171330,Entire home/apt,,Porte-Saint-Martin,52,4.5,2.0,2.0,72.0,3,48.873169,2.361607,2015-01-13 20:12:44.437
39948,171483,Entire home/apt,,Mail,6,4.5,1.0,1.0,123.0,2,48.870416,2.344967,2015-01-12 21:45:54.873
40166,172410,Entire home/apt,,Batignolles,27,4.5,2.0,1.0,142.0,2,48.884815,2.324626,2015-01-13 20:45:59.449
40519,174488,Entire home/apt,,Combat,37,5.0,2.0,1.0,72.0,1,48.87413,2.383454,2015-01-13 03:55:53.593
40624,175116,Entire home/apt,,La Chapelle,188,4.5,4.0,,72.0,2,48.885159,2.363036,2015-01-13 14:47:20.747
40716,60013,Entire home/apt,,Grandes-Carrières,50,4.5,2.0,1.0,101.0,2,48.89474,2.332135,2015-01-12 21:46:05.390
40911,177212,Entire home/apt,,Batignolles,8,4.5,2.0,1.0,181.0,5,48.887872,2.310931,2015-01-13 18:17:39.263
40919,177135,Entire home/apt,,Notre-Dame-des-Champs,34,5.0,4.0,2.0,312.0,3,48.849672,2.326472,2015-01-13 19:09:07.690
40951,177387,Shared room,,Saint-Gervais,27,5.0,2.0,1.0,58.0,2,48.856751,2.35535,2015-01-13 22:29:43.334
40958,177467,Entire home/apt,,Halles,11,4.5,3.0,1.0,159.0,2,48.864543,2.345905,2015-01-13 23:11:43.405
41077,178239,Private room,,Gare,2,5.0,2.0,1.0,138.0,2,48.8247,2.362446,2015-01-13 08:28:50.501
41106,177387,Entire home/apt,,Saint-Gervais,45,4.5,4.0,1.0,290.0,3,48.857675,2.355449,2015-01-13 11:32:30.061
41169,170856,Entire home/apt,,Gros-Caillou,29,4.5,1.0,1.0,58.0,6,48.857245,2.302567,2015-01-13 18:31:38.280
41213,179085,Entire home/apt,,Enfants-Rouges,144,4.5,4.0,1.0,129.0,2,48.865581,2.362742,2015-01-13 23:05:50.827
41665,182015,Entire home/apt,,Villette,6,4.5,6.0,2.0,188.0,2,48.889533,2.373482,2015-01-13 16:41:21.588
41671,182015,Private room,,Villette,80,4.5,4.0,1.0,94.0,1,48.890534,2.373001,2015-01-13 17:21:05.307
41745,182588,Entire home/apt,,Folie-Méricourt,1,5.0,2.0,1.0,266.0,3,48.869296,2.371632,2015-01-12 22:22:17.023
41855,182929,Entire home/apt,,Jardin-des-Plantes,8,4.5,2.0,1.0,94.0,7,48.843369,2.351473,2015-01-13 09:33:55.323
