room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
23502,92069,Entire home/apt,,Belleville,2,5.0,2,1.0,123.0,5,48.870995,2.388643,2014-09-22 22:13:31.918
23564,92639,Private room,,Combat,1,5.0,2,1.0,203.0,2,48.880128,2.373827,2014-09-21 23:51:42.995
23568,73423,Entire home/apt,,Saint-Ambroise,75,4.5,4,1.0,142.0,2,48.861018,2.377506,2014-09-22 00:16:23.686
23700,93997,Private room,,Saint-Lambert,4,3.5,2,1.0,72.0,1,48.831769,2.306145,2014-09-22 15:32:50.451
23902,95435,Entire home/apt,,Saint-Merri,135,4.0,4,1.0,135.0,3,48.86183,2.350254,2014-09-22 08:41:04.516
24204,97643,Entire home/apt,,Arsenal,0,,3,1.0,123.0,4,48.85359,2.364773,2014-09-22 14:21:11.371
24260,98012,Entire home/apt,,Europe,24,4.5,3,1.0,94.0,1,48.879525,2.305434,2014-09-22 21:02:31.861
24280,81728,Entire home/apt,,Porte-Saint-Denis,17,4.0,6,2.0,246.0,3,48.875664,2.354371,2014-09-22 23:18:44.414
24324,98392,Private room,,Porte-Saint-Denis,11,5.0,2,1.0,138.0,3,48.87621,2.355836,2014-09-21 22:49:04.934
24329,98392,Entire home/apt,,Porte-Saint-Denis,1,1.0,4,1.0,217.0,5,48.876231,2.356529,2014-09-21 23:28:29.918
24436,59987,Entire home/apt,,Halles,243,4.5,2,0.0,130.0,2,48.860059,2.347447,2014-09-22 11:22:03.340
24804,101463,Entire home/apt,,Odeon,21,4.5,2,1.0,174.0,2,48.851333,2.333796,2014-09-23 00:32:24.412
24847,101693,Entire home/apt,,Clignancourt,3,5.0,2,1.0,80.0,3,48.889995,2.351469,2014-09-22 00:10:44.868
24848,92372,Entire home/apt,,Jardin-des-Plantes,4,5.0,4,1.0,232.0,4,48.843855,2.351838,2014-09-22 00:16:41.253
25378,105323,Private room,,Clignancourt,22,4.5,2,1.0,94.0,3,48.890122,2.343626,2014-09-22 02:09:37.195
25819,108444,Private room,,Porte-Saint-Martin,0,,2,1.0,246.0,3,48.869983,2.358339,2014-09-22 23:38:53.912
26084,110076,Entire home/apt,,Folie-Méricourt,150,5.0,3,1.0,93.0,3,48.866057,2.367265,2014-09-23 00:32:34.829
29108,125205,Entire home/apt,,Charonne,0,,4,1.0,123.0,1,48.856943,2.402788,2014-09-22 19:23:06.335
26169,110516,Entire home/apt,,Maison-Blanche,0,,4,2.0,223.0,7,48.824984,2.357296,2014-09-22 04:42:02.831
26567,112799,Private room,,Epinettes,3,4.5,1,1.0,51.0,3,48.897126,2.322543,2014-09-22 21:22:25.649
26277,111158,Entire home/apt,,Halles,7,4.0,4,1.0,145.0,5,48.862674,2.341739,2014-09-22 17:47:05.953
26278,111157,Entire home/apt,,Clignancourt,200,5.0,3,1.0,109.0,3,48.885278,2.345883,2014-09-22 17:53:40.342
26524,81728,Entire home/apt,,Saint-Vincent-de-Paul,12,4.5,6,2.0,232.0,4,48.87706,2.357219,2014-09-22 16:36:46.225
26538,112630,Entire home/apt,,Père-Lachaise,42,4.5,4,1.0,58.0,1,48.865484,2.387668,2014-09-22 18:19:22.549
26562,107514,Entire home/apt,,Grenelle,79,5.0,3,2.0,174.0,3,48.853386,2.290969,2014-09-22 20:45:14.048
26754,113955,Entire home/apt,,Porte-Saint-Martin,32,4.5,2,2.0,87.0,1,48.87019,2.360198,2014-09-22 13:04:55.576
26827,114407,Entire home/apt,,Amérique,56,4.5,2,1.0,130.0,2,48.876049,2.392303,2014-09-22 21:53:54.757
27008,115574,Private room,,Père-Lachaise,2,5.0,2,1.0,72.0,2,48.863103,2.395267,2014-09-22 12:51:17.485
27288,77087,Entire home/apt,,Villette,13,5.0,4,1.0,130.0,1,48.885624,2.37157,2014-09-22 16:07:51.260
27415,118078,Entire home/apt,,Roquette,33,4.5,3,1.0,152.0,3,48.856592,2.375689,2014-09-22 00:58:43.107
27486,118688,Entire home/apt,,Clignancourt,22,4.5,3,1.0,114.0,4,48.886589,2.345067,2014-09-22 08:41:25.418
27967,120508,Entire home/apt,,Porte-Saint-Martin,15,5.0,4,3.0,58.0,6,48.871335,2.363618,2014-09-22 05:22:29.917
28018,120675,Entire home/apt,,Notre-Dame-des-Champs,81,5.0,2,1.0,148.0,3,48.844115,2.331491,2014-09-22 11:08:15.553
28121,121090,Private room,,Maison-Blanche,0,,2,1.0,80.0,2,48.821497,2.35809,2014-09-22 23:26:00.781
28302,121657,Private room,,Batignolles,0,,2,1.0,87.0,1,48.887005,2.316909,2014-09-22 14:42:34.137
28317,121719,Entire home/apt,,Halles,28,4.0,4,1.0,181.0,2,48.859013,2.348065,2014-09-22 16:42:40.658
28652,123389,Entire home/apt,,Saint-Ambroise,12,5.0,4,2.0,288.0,4,48.861717,2.367757,2014-09-23 01:14:46.983
29124,122606,Entire home/apt,,Clignancourt,33,5.0,4,1.0,217.0,3,48.884724,2.339716,2014-09-22 21:03:07.954
29134,125290,Entire home/apt,,Chaillot,39,5.0,3,1.0,232.0,1,48.873849,2.285391,2014-09-22 22:13:56.189
29520,127098,Entire home/apt,,Saint-Avoye,221,4.5,2,1.0,113.0,2,48.862382,2.356408,2014-09-22 07:10:12.833
29713,128036,Private room,,Saint-Vincent-de-Paul,26,4.5,2,1.0,72.0,1,48.87749,2.356632,2014-09-22 00:22:51.833
30616,131853,Entire home/apt,,Sorbonne,0,,3,1.0,217.0,7,48.852812,2.345278,2014-09-22 16:08:23.590
31081,101494,Entire home/apt,,Gros-Caillou,107,4.0,4,1.0,159.0,2,48.85613,2.309688,2014-09-22 10:05:21.495
31115,133602,Entire home/apt,,Clignancourt,7,4.0,2,1.0,159.0,3,48.893667,2.341372,2014-09-22 14:09:47.272
31245,134153,Private room,,Amérique,0,,2,1.0,145.0,1,48.885718,2.385723,2014-09-21 23:58:08.430
31435,135024,Entire home/apt,,Goutte-dOr,36,4.5,2,1.0,116.0,3,48.891189,2.355159,2014-09-22 21:54:41.009
31659,136146,Entire home/apt,,Saint-Georges,7,5.0,4,1.0,159.0,4,48.88235,2.3283,2014-09-22 18:24:39.581
31860,137006,Entire home/apt,,Odeon,35,4.5,2,1.0,130.0,2,48.850588,2.339764,2014-09-22 11:23:06.879
31893,137208,Entire home/apt,,Gare,43,5.0,4,2.0,123.0,3,48.830917,2.357289,2014-09-22 15:43:06.122
31915,132905,Private room,,Bonne-Nouvelle,25,4.5,4,1.0,138.0,1,48.863689,2.350408,2014-09-22 18:24:45.844
32050,125923,Entire home/apt,,Villette,5,5.0,5,2.0,130.0,3,48.890374,2.382237,2014-09-22 03:55:44.945
32082,138401,Entire home/apt,,Quinze-Vingts,183,5.0,2,1.0,188.0,3,48.849954,2.373728,2014-09-22 07:24:03.749
32182,138864,Entire home/apt,,Batignolles,6,5.0,4,2.0,232.0,4,48.887676,2.321522,2014-09-22 19:34:58.131
32310,139750,Private room,,Folie-Méricourt,4,4.5,2,1.0,55.0,1,48.867028,2.370367,2014-09-22 04:22:13.899
32628,124111,Entire home/apt,,Saint-Gervais,63,5.0,3,1.0,159.0,3,48.856827,2.361651,2014-09-22 11:23:16.625
32750,141816,Entire home/apt,,Porte-Saint-Martin,65,4.5,4,1.0,65.0,1,48.872299,2.357493,2014-09-23 01:25:56.395
32762,141829,Entire home/apt,,Sorbonne,34,5.0,2,1.0,123.0,3,48.852013,2.346131,2014-09-23 02:31:24.239
32812,142032,Entire home/apt,,Folie-Méricourt,50,4.5,8,4.0,130.0,3,48.865785,2.371541,2014-09-22 03:16:16.529
32883,142505,Private room,,Europe,123,4.5,2,1.0,87.0,1,48.879144,2.326873,2014-09-22 11:16:47.796
33049,143224,Entire home/apt,,Croulebarbe,13,4.5,2,1.0,116.0,3,48.832323,2.346439,2014-09-22 01:12:25.033
33210,76961,Entire home/apt,,Saint-Germain-des-Prés,1,5.0,2,1.0,143.0,4,48.854782,2.331066,2014-09-22 19:57:54.323
33341,144457,Entire home/apt,,Saint-Lambert,94,4.5,2,1.0,123.0,2,48.838874,2.295257,2014-09-22 05:09:30.038
33352,142001,Entire home/apt,,Batignolles,19,4.5,6,2.0,232.0,3,48.883868,2.315548,2014-09-22 06:18:52.759
33411,144665,Entire home/apt,,Bonne-Nouvelle,231,4.5,4,1.0,90.0,2,48.86615,2.352,2014-09-22 13:12:26.840
33475,144923,Entire home/apt,,Saint-Gervais,28,5.0,3,1.0,217.0,2,48.858803,2.356226,2014-09-22 20:52:33.071
33477,144931,Entire home/apt,,Grandes-Carrières,49,5.0,4,1.0,246.0,3,48.88689,2.333641,2014-09-22 21:09:24.200
33490,144931,Entire home/apt,,Roquette,20,5.0,4,1.0,246.0,3,48.858151,2.377005,2014-09-22 22:40:41.764
33814,146066,Entire home/apt,,Petit-Montrouge,22,4.5,4,1.0,174.0,4,48.824808,2.323315,2014-09-22 00:53:36.916
33989,111853,Private room,,Saint-Vincent-de-Paul,4,4.5,2,1.0,101.0,2,48.883135,2.359771,2014-09-22 21:09:32.373
33993,146671,Entire home/apt,,Grandes-Carrières,32,5.0,4,1.0,116.0,3,48.891284,2.334365,2014-09-22 21:36:02.845
33999,146683,Entire home/apt,,Folie-Méricourt,72,4.5,7,3.0,290.0,2,48.863237,2.367208,2014-09-22 22:20:11.380
34059,146926,Entire home/apt,,Gare,6,4.5,2,1.0,138.0,1,48.828654,2.374105,2014-09-21 23:44:48.625
34303,147830,Entire home/apt,,Sainte-Marguerite,139,4.5,2,1.0,123.0,4,48.85343,2.385012,2014-09-23 02:58:32.271
34453,148773,Private room,,Quinze-Vingts,191,5.0,4,1.0,72.0,3,48.85043,2.371107,2014-09-22 15:43:27.437
34492,149014,Private room,,Saint-Vincent-de-Paul,59,5.0,2,1.0,101.0,3,48.877788,2.350725,2014-09-22 20:09:35.898
34806,76355,Entire home/apt,,Ternes,50,4.5,6,1.0,143.0,4,48.875563,2.289919,2014-09-23 02:09:26.798
35065,150876,Entire home/apt,,Saint-Thomas-dAquin,180,4.5,3,1.0,225.0,1,48.853866,2.324397,2014-09-23 02:26:40.730
35397,152286,Entire home/apt,,Porte-Saint-Martin,49,4.5,3,1.0,109.0,3,48.870375,2.361191,2014-09-22 06:00:06.027
35533,152851,Entire home/apt,,Petit-Montrouge,0,,4,2.0,174.0,7,48.829331,2.325301,2014-09-22 22:08:17.296
35705,153448,Private room,,Palais-Royal,172,4.0,2,1.0,87.0,2,48.866538,2.335282,2014-09-22 12:02:48.111
35752,153634,Entire home/apt,,Grandes-Carrières,13,4.5,4,1.0,130.0,2,48.885438,2.334787,2014-09-22 18:08:14.112
35942,154249,Entire home/apt,,Bonne-Nouvelle,178,4.5,2,1.0,113.0,2,48.865653,2.347251,2014-09-22 09:43:20.556
36116,154999,Entire home/apt,,Batignolles,13,5.0,2,1.0,116.0,2,48.883884,2.32184,2014-09-22 00:41:24.370
36221,155516,Entire home/apt,,Clignancourt,1,5.0,5,2.0,138.0,4,48.885406,2.344359,2014-09-22 12:30:12.562
36267,47196,Entire home/apt,,Sainte-Marguerite,14,4.5,5,2.0,174.0,6,48.851453,2.387034,2014-09-22 18:25:13.381
36490,156936,Private room,,Bel-Air,38,5.0,2,1.0,41.0,3,48.837306,2.403965,2014-09-22 14:02:10.621
36586,157430,Entire home/apt,,Amérique,7,5.0,3,1.0,87.0,2,48.88047,2.394082,2014-09-23 01:05:08.116
36689,93371,Entire home/apt,,Maison-Blanche,199,4.5,3,1.0,65.0,1,48.826247,2.350529,2014-09-22 07:17:26.132
36748,158511,Entire home/apt,,Saint-Germain-des-Prés,13,5.0,2,1.0,290.0,3,48.857822,2.333106,2014-09-22 14:22:50.629
36868,159102,Entire home/apt,,Amérique,27,4.5,5,3.0,303.0,1,48.882574,2.387817,2014-09-21 22:50:42.279
37010,49798,Entire home/apt,,Saint-Ambroise,0,,5,2.0,188.0,5,48.861781,2.381606,2014-09-22 15:16:50.592
221762,517814,Private room,,Clignancourt,0,,1,1.0,87.0,3,48.891247,2.34517,2014-09-22 05:40:12.357
37801,112192,Entire home/apt,,Grenelle,49,4.5,8,2.0,200.0,1,48.846897,2.287563,2014-09-22 18:14:34.696
37910,30484,Entire home/apt,,Salpêtrière,3,5.0,3,1.0,62.0,2,48.838256,2.359831,2014-09-22 00:53:54.791
38546,146683,Private room,,Saint-Ambroise,82,4.5,1,1.0,75.0,1,48.863319,2.372455,2014-09-22 15:17:07.301
38871,166743,Entire home/apt,,Croulebarbe,43,5.0,4,2.0,159.0,3,48.833435,2.346008,2014-09-22 23:13:53.729
38978,167205,Entire home/apt,,Belleville,120,4.5,2,1.0,87.0,2,48.870441,2.383802,2014-09-22 05:41:24.472
39030,67693,Entire home/apt,,Folie-Méricourt,97,4.5,3,1.0,80.0,4,48.870104,2.375268,2014-09-22 11:40:55.824
39203,168095,Entire home/apt,,Saint-Avoye,18,5.0,2,1.0,98.0,3,48.862443,2.350581,2014-09-22 02:17:43.515
39651,170325,Entire home/apt,,Sainte-Marguerite,19,4.5,2,1.0,78.0,5,48.849299,2.390223,2014-09-23 00:27:29.386
39666,170397,Entire home/apt,,Notre-Dame,23,5.0,4,1.0,1014.0,2,48.851725,2.355044,2014-09-23 01:47:22.589
39716,170600,Entire home/apt,,Clignancourt,116,5.0,5,2.0,203.0,3,48.885214,2.348574,2014-09-22 02:24:57.426
39905,171330,Entire home/apt,,Porte-Saint-Martin,50,4.5,2,2.0,93.0,2,48.873169,2.361607,2014-09-23 00:16:05.363
39948,171483,Private room,,Mail,4,4.5,1,1.0,123.0,2,48.870416,2.344967,2014-09-21 23:52:35.615
40166,172410,Entire home/apt,,Batignolles,26,4.5,2,1.0,142.0,2,48.884815,2.324626,2014-09-23 00:44:01.706
40174,172460,Entire home/apt,,Arsenal,1,4.0,2,1.0,141.0,3,48.853623,2.363361,2014-09-23 01:26:54.783
40519,174488,Entire home/apt,,Combat,36,5.0,2,1.0,87.0,1,48.87413,2.383454,2014-09-22 06:13:03.581
40624,175116,Entire home/apt,,La Chapelle,176,4.5,4,2.0,72.0,2,48.885159,2.363036,2014-09-22 19:00:18.017
40716,60013,Entire home/apt,,Grandes-Carrières,47,4.5,2,1.0,101.0,2,48.89474,2.332135,2014-09-21 23:52:44.304
40919,177135,Entire home/apt,,Notre-Dame-des-Champs,30,5.0,4,2.0,304.0,3,48.850435,2.327909,2014-09-22 23:14:00.627
40951,177387,Shared room,,Saint-Gervais,23,5.0,2,1.0,58.0,2,48.856751,2.35535,2014-09-23 02:17:10.902
